Oscillation Control>PLL-Setup Q-Factor	69.804E+3	
Oscillation Control>PLL-Setup Demod. Bandwidth Amp (Hz)	5E+0	
Oscillation Control>PLL-Setup Demod. Bandwidth Pha (Hz)	5E+0	
Oscillation Control>PLL-Setup amplitude/excitation (m/V)	96.967E-9	
Piezo Calibration>Active Calib.	LN2_20160311	
Piezo Calibration>Calib. X (m/V)	10.2E-9	
Piezo Calibration>Calib. Y (m/V)	10.2E-9	
Piezo Calibration>Calib. Z (m/V)	1.75E-9	
Piezo Calibration>HV Gain X	10	
Piezo Calibration>HV Gain Y	10	
Piezo Calibration>HV Gain Z	10	
Piezo Calibration>Tilt X (deg)	-0.315594	
Piezo Calibration>Tilt Y (deg)	-0.344017	
Piezo Calibration>Curvature radius X (m)	Inf	
Piezo Calibration>Curvature radius Y (m)	Inf	
Piezo Calibration>2nd order corr X (V/m^2)	0E+0	
Piezo Calibration>2nd order corr Y (V/m^2)	0E+0	
Piezo Calibration>Drift X (m/s)	-700E-15	
Piezo Calibration>Drift Y (m/s)	2E-12	
Piezo Calibration>Drift Z (m/s)	0E+0	
Piezo Calibration>Drift correction status (on/off)	FALSE	
Scan>Scanfield	-46.2874E-9;87.685E-9;4.5E-9;4.5E-9;0E+0	
Scan>series name	%y%m%d_%H-%M-%S_SPM	
Scan>channels	Current (A);Bias (V);Z (m);OC D1 Phase (deg);OC D1 Amplitude (m);OC M1 Freq. Shift (Hz);OC M1 Excitation (V)	
Scan>pixels/line	256	
Scan>lines	256	
Scan>speed forw. (m/s)	25.1116E-9	
Scan>speed backw. (m/s)	25.1116E-9	
Temperature 1>Temperature 1 (K)	75.8008E+0	
Temperature 2>Temperature 2 (K)	77.5379E+0	
Z Spectroscopy>Initial Z-offset (m)	0E+0	
Z Spectroscopy>Sweep distance (m)	250E-12	
Z Spectroscopy>Num Pixel	201	
Z Spectroscopy>Z Avg time (s)	50E-3	
Z Spectroscopy>1st Settling time (s)	5E-3	
Z Spectroscopy>Settling time (s)	100E-3	
Z Spectroscopy>Integration time (s)	100E-3	
Z Spectroscopy>End Settling time (s)	5E-3	
Z Spectroscopy>Z control time (s)	200E-3	
Z Spectroscopy>Max Slew rate (V/s)	Inf	
Z Spectroscopy>backward sweep	TRUE	
Z Spectroscopy>Number of sweeps	1	
Z Spectroscopy>Channels	Current (A);Z (m);OC D1 Phase (deg);OC D1 Amplitude (m);OC M1 Freq. Shift (Hz);OC M1 Excitation (V)	
Z Spectroscopy>Time between fwd/bwd (s)	0E+0	
Z Spectroscopy>Record final Z	FALSE	
Z Spectroscopy>Lock-In run	FALSE	
Z Spectroscopy>Reset Z	TRUE	
Z-Controller>Z (m)	-99.5034E-9	
Z-Controller>Controller name	log Current	
Z-Controller>Controller status	ON	
Z-Controller>Setpoint	200E-12	
Z-Controller>Setpoint unit	A	
Z-Controller>P gain	5.5E-12	
Z-Controller>I gain	27.5E-9	
Z-Controller>Time const (s)	200E-6	
Z-Controller>TipLift (m)	0E+0	
Z-Controller>Switch off delay (s)	50E-3	

[DATA]
Bias calc (V)	Current (A)	Bias (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC M1 Excitation (V)	Current [bwd] (A)	Bias [bwd] (V)	OC D1 Phase [bwd] (deg)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)	OC M1 Excitation [bwd] (V)	Current (A) [filt]	Bias (V) [filt]	OC D1 Phase (deg) [filt]	OC D1 Amplitude (m) [filt]	OC M1 Freq. Shift (Hz) [filt]	OC M1 Excitation (V) [filt]	Current (A) [bwd] [filt]	Bias (V) [bwd] [filt]	OC D1 Phase (deg) [bwd] [filt]	OC D1 Amplitude (m) [bwd] [filt]	OC M1 Freq. Shift (Hz) [bwd] [filt]	OC M1 Excitation (V) [bwd] [filt]
200.00000E-3	202.83900E-12	200.00000E-3	6.0383396E+0	3.1051711E-12	-4.6451554E+0	781.34652E-6	203.63508E-12	200.00000E-3	-17.649197E+0	3.3046916E-12	-4.6451554E+0	781.34652E-6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
199.00000E-3	201.35028E-12	199.00000E-3	3.2798285E+0	3.1850770E-12	-4.6451554E+0	781.34652E-6	202.08855E-12	199.00000E-3	-3.3187397E+0	3.3602461E-12	-4.6451554E+0	781.34652E-6	1.5384329E-9	1.0000000E+0	4.1502251E+3	-63.552115E-12	-0.0000000E+0	-0.0000000E+0	1.5763331E-9	1.0000000E+0	-9.7640391E+3	-43.885812E-12	-0.0000000E+0	-0.0000000E+0
198.00000E-3	199.62695E-12	198.00000E-3	-6.0452213E+0	3.1878213E-12	-4.6451554E+0	781.34652E-6	200.40139E-12	198.00000E-3	-10.533836E+0	3.3607446E-12	-4.6451554E+0	781.34652E-6	1.6340507E-9	1.0000000E+0	4.2578638E+3	-17.961724E-12	-0.0000000E+0	-0.0000000E+0	1.6658308E-9	1.0000000E+0	3.3640493E+3	-23.174124E-12	-0.0000000E+0	-0.0000000E+0
197.00000E-3	198.09022E-12	197.00000E-3	1.9715618E+0	3.1852047E-12	-4.6451554E+0	781.34652E-6	198.67420E-12	197.00000E-3	-21.124191E+0	3.4131777E-12	-4.6451554E+0	781.34652E-6	1.5330345E-9	1.0000000E+0	-2.9016548E+3	-9.6819055E-12	-0.0000000E+0	-0.0000000E+0	1.6843575E-9	1.0000000E+0	6.6490581E+3	-34.217785E-12	-0.0000000E+0	-0.0000000E+0
196.00001E-3	196.75751E-12	196.00001E-3	3.1955884E+0	3.2352552E-12	-4.6451554E+0	781.34652E-6	197.10908E-12	196.00001E-3	-16.493719E+0	3.4316005E-12	-4.6451554E+0	781.34652E-6	1.4252671E-9	1.0000000E+0	-2.3882483E+3	-37.993751E-12	-0.0000000E+0	-0.0000000E+0	1.6335199E-9	1.0000000E+0	517.99298E+0	-22.596799E-12	-0.0000000E+0	-0.0000000E+0
195.00001E-3	195.19224E-12	195.00001E-3	3.1198397E+0	3.2810831E-12	-4.6451554E+0	781.34652E-6	195.38338E-12	195.00001E-3	-20.934299E+0	3.4357057E-12	-4.6451554E+0	781.34652E-6	1.4673371E-9	1.0000000E+0	753.31677E+0	-18.065808E-12	-0.0000000E+0	-0.0000000E+0	1.6161483E-9	1.0000000E+0	-680.97168E+0	-31.724557E-12	-0.0000000E+0	-0.0000000E+0
194.00001E-3	193.85649E-12	194.00001E-3	-1.4526495E+0	3.1916989E-12	-4.6451554E+0	781.34652E-6	194.01403E-12	194.00001E-3	-10.280997E+0	3.5558091E-12	-4.6451554E+0	781.34652E-6	1.4524463E-9	1.0000000E+0	3.0008882E+3	41.727823E-12	-0.0000000E+0	-0.0000000E+0	1.4782173E-9	1.0000000E+0	-5.8466040E+3	-58.891572E-12	-0.0000000E+0	-0.0000000E+0
193.00000E-3	192.19962E-12	193.00000E-3	-3.1066513E+0	3.1919589E-12	-4.6451554E+0	781.34652E-6	192.48733E-12	193.00000E-3	-7.2131176E+0	3.5030976E-12	-4.6451554E+0	781.34652E-6	1.5485498E-9	1.0000000E+0	3.6566431E+3	31.475409E-12	-0.0000000E+0	-0.0000000E+0	1.4724719E-9	1.0000000E+0	-4.9409824E+3	-10.433257E-12	-0.0000000E+0	-0.0000000E+0
192.00000E-3	190.73272E-12	192.00000E-3	-11.291227E+0	3.1321265E-12	-4.6451554E+0	781.34652E-6	191.05910E-12	192.00000E-3	-2.8927860E+0	3.5755056E-12	-4.6451554E+0	781.34652E-6	1.5761943E-9	1.0000000E+0	3.9680735E+3	17.718429E-12	-0.0000000E+0	-0.0000000E+0	1.4708621E-9	1.0000000E+0	-2.5548936E+3	-36.349323E-12	-0.0000000E+0	-0.0000000E+0
191.00000E-3	188.94007E-12	191.00000E-3	-6.1117654E+0	3.2109064E-12	-4.6451554E+0	781.34652E-6	189.52820E-12	191.00000E-3	-5.6498113E+0	3.6028990E-12	-4.6451554E+0	781.34652E-6	1.6495799E-9	1.0000000E+0	-2.3966511E+3	-17.213626E-12	-0.0000000E+0	-0.0000000E+0	1.5252768E-9	1.0000000E+0	1.7928673E+3	-14.996003E-12	-0.0000000E+0	-0.0000000E+0
190.00000E-3	187.49671E-12	190.00000E-3	-698.32987E-3	3.1378121E-12	-4.6451554E+0	781.34652E-6	187.92114E-12	190.00000E-3	-10.935042E+0	3.5267830E-12	-4.6451554E+0	781.34652E-6	1.5599574E-9	1.0000000E+0	-4.7041489E+3	1.6119885E-12	-0.0000000E+0	-0.0000000E+0	1.5017124E-9	1.0000000E+0	2.0673711E+3	48.998465E-12	-0.0000000E+0	-0.0000000E+0
189.00000E-3	185.85244E-12	189.00000E-3	1.6025088E+0	3.2501174E-12	-4.6451554E+0	781.34652E-6	186.73495E-12	189.00000E-3	-3.5657291E+0	3.4751052E-12	-4.6451554E+0	781.34652E-6	1.5450665E-9	1.0000000E+0	359.59946E+0	-36.533852E-12	-0.0000000E+0	-0.0000000E+0	1.3423401E-9	1.0000000E+0	-3.9248035E+3	78.722896E-12	-0.0000000E+0	-0.0000000E+0
188.00001E-3	184.47531E-12	188.00001E-3	-11.761950E+0	3.1903113E-12	-4.6451554E+0	781.34652E-6	185.23288E-12	188.00001E-3	205.99794E-3	3.3202590E-12	-4.6451554E+0	781.34652E-6	1.4584355E-9	1.0000000E+0	7.9654824E+3	2.2118008E-12	-0.0000000E+0	-0.0000000E+0	1.5506130E-9	1.0000000E+0	-1.3168452E+3	109.81765E-12	-0.0000000E+0	-0.0000000E+0
187.00001E-3	182.98184E-12	187.00001E-3	-15.317332E+0	3.2301403E-12	-4.6451554E+0	781.34652E-6	183.18598E-12	187.00001E-3	-11.202765E+0	3.2747082E-12	-4.6451554E+0	781.34652E-6	1.4483802E-9	1.0000000E+0	3.2548772E+3	-22.077347E-12	-0.0000000E+0	-0.0000000E+0	1.7766308E-9	1.0000000E+0	5.1144663E+3	57.224725E-12	-0.0000000E+0	-0.0000000E+0
186.00000E-3	181.58476E-12	186.00000E-3	-7.6458011E+0	3.2858471E-12	-4.6451554E+0	781.34652E-6	181.86941E-12	186.00000E-3	-8.0938005E+0	3.2833714E-12	-4.6451554E+0	781.34652E-6	1.4059280E-9	1.0000000E+0	-2.8626421E+3	-19.844980E-12	-0.0000000E+0	-0.0000000E+0	1.5533932E-9	1.0000000E+0	3.4209333E+3	20.023873E-12	-0.0000000E+0	-0.0000000E+0
185.00000E-3	180.24229E-12	185.00000E-3	-11.437020E+0	3.1882259E-12	-4.6451554E+0	781.34652E-6	180.16581E-12	185.00000E-3	-21.277042E+0	3.2108940E-12	-4.6451554E+0	781.34652E-6	1.4024170E-9	1.0000000E+0	98.832886E+0	43.147038E-12	-0.0000000E+0	-0.0000000E+0	1.5700881E-9	1.0000000E+0	5.0906851E+3	66.723183E-12	-0.0000000E+0	-0.0000000E+0
184.00000E-3	178.67154E-12	184.00000E-3	-9.2692738E+0	3.1943005E-12	-4.6451554E+0	781.34652E-6	178.70505E-12	184.00000E-3	-12.569573E+0	3.0844257E-12	-4.6451554E+0	781.34652E-6	1.5259846E-9	1.0000000E+0	41.394150E+0	7.3007858E-12	-0.0000000E+0	-0.0000000E+0	1.4780924E-9	1.0000000E+0	-2.2072615E+3	59.595440E-12	-0.0000000E+0	-0.0000000E+0
183.00000E-3	177.08374E-12	183.00000E-3	-11.565907E+0	3.2409615E-12	-4.6451554E+0	781.34652E-6	177.40540E-12	183.00000E-3	-12.641185E+0	3.2194915E-12	-4.6451554E+0	781.34652E-6	1.5924452E-9	1.0000000E+0	-292.25482E+0	-60.280003E-12	-0.0000000E+0	-0.0000000E+0	1.3670842E-9	1.0000000E+0	-3.9831929E+3	-77.518998E-12	-0.0000000E+0	-0.0000000E+0
182.00000E-3	175.45698E-12	182.00000E-3	-6.1118150E+0	3.3924679E-12	-4.6451554E+0	781.34652E-6	175.94869E-12	182.00000E-3	-2.3601284E+0	3.3445698E-12	-4.6451554E+0	781.34652E-6	1.5831609E-9	1.0000000E+0	-4.0735085E+3	-121.51193E-12	-0.0000000E+0	-0.0000000E+0	1.3870266E-9	1.0000000E+0	-5.0298618E+3	-116.83209E-12	-0.0000000E+0	-0.0000000E+0
180.99999E-3	173.99696E-12	181.00001E-3	579.05757E-3	3.5072993E-12	-4.6451554E+0	781.34652E-6	174.66364E-12	181.00001E-3	-6.5029726E+0	3.4207537E-12	-4.6451554E+0	781.34652E-6	1.5319243E-9	999.98510E-3	-4.1859023E+3	-82.545130E-12	-0.0000000E+0	-0.0000000E+0	1.4351547E-9	999.98510E-3	2.5621292E+3	-71.268151E-12	-0.0000000E+0	-0.0000000E+0
180.00001E-3	172.36440E-12	180.00001E-3	-3.3124034E+0	3.4331208E-12	-4.6451554E+0	781.34652E-6	172.84200E-12	180.00001E-3	-17.611483E+0	3.4248502E-12	-4.6451554E+0	781.34652E-6	1.5415368E-9	1.0000149E+0	-1.7709183E+3	24.070249E-12	-0.0000000E+0	-0.0000000E+0	1.5762178E-9	1.0000149E+0	5.8187344E+3	-28.911925E-12	-0.0000000E+0	-0.0000000E+0
179.00001E-3	170.98886E-12	179.00001E-3	8.9303961E+0	3.4063581E-12	-4.6451554E+0	781.34652E-6	171.64183E-12	179.00001E-3	-10.726654E+0	3.4739434E-12	-4.6451554E+0	781.34652E-6	1.4349604E-9	1.0000000E+0	-7.9814023E+3	34.389304E-12	-0.0000000E+0	-0.0000000E+0	1.4290623E-9	1.0000000E+0	-2.7336350E+3	-32.010571E-12	-0.0000000E+0	-0.0000000E+0
178.00000E-3	169.58995E-12	178.00000E-3	17.201057E+0	3.3910270E-12	-4.6451554E+0	781.34652E-6	169.98315E-12	178.00000E-3	-5.4349589E+0	3.4874330E-12	-4.6451554E+0	781.34652E-6	1.3800322E-9	1.0000000E+0	-6.6986519E+3	-2.5222827E-12	-0.0000000E+0	-0.0000000E+0	1.4843791E-9	1.0000000E+0	-6.9648530E+3	-28.064733E-12	-0.0000000E+0	-0.0000000E+0
177.00000E-3	168.25670E-12	177.00000E-3	14.082462E+0	3.4713640E-12	-4.6451554E+0	781.34652E-6	168.68833E-12	177.00000E-3	6.1581001E+0	3.5340890E-12	-4.6451554E+0	781.34652E-6	1.3484602E-9	1.0000000E+0	-1.6453367E+3	-36.454922E-12	-0.0000000E+0	-0.0000000E+0	1.4136163E-9	1.0000000E+0	-8.1778149E+3	-27.663146E-12	-0.0000000E+0	-0.0000000E+0
176.00000E-3	166.91735E-12	176.00000E-3	22.052200E+0	3.4403220E-12	-4.6451554E+0	781.34652E-6	167.19687E-12	176.00000E-3	7.9385185E+0	3.5242980E-12	-4.6451554E+0	781.34652E-6	1.2771009E-9	1.0000000E+0	-4.7920605E+3	29.669784E-12	-0.0000000E+0	-0.0000000E+0	1.5431791E-9	1.0000000E+0	-1.9209165E+3	14.099153E-12	-0.0000000E+0	-0.0000000E+0
175.00000E-3	165.86559E-12	175.00000E-3	26.117144E+0	3.3043750E-12	-4.6451554E+0	781.34652E-6	165.26470E-12	175.00000E-3	569.22513E-3	3.4377330E-12	-4.6451554E+0	781.34652E-6	1.2619047E-9	1.0000000E+0	-3.1859734E+3	87.089662E-12	-0.0000000E+0	-0.0000000E+0	1.6910466E-9	1.0000000E+0	4.6993081E+3	43.641653E-12	-0.0000000E+0	-0.0000000E+0
173.99999E-3	164.10992E-12	174.00001E-3	22.130095E+0	3.2940447E-12	-4.6451554E+0	781.34652E-6	164.02948E-12	174.00001E-3	-3.3520815E+0	3.4769180E-12	-4.6451554E+0	781.34652E-6	1.5940272E-9	999.98510E-3	1.6048608E+3	12.168194E-12	-0.0000000E+0	-0.0000000E+0	1.3767570E-9	999.98510E-3	5.7777437E+3	-19.344512E-12	-0.0000000E+0	-0.0000000E+0
173.00001E-3	162.41299E-12	173.00001E-3	21.330872E+0	3.4006600E-12	-4.6451554E+0	781.34652E-6	162.82339E-12	173.00001E-3	-12.584648E+0	3.5482398E-12	-4.6451554E+0	781.34652E-6	1.6541565E-9	1.0000149E+0	3.2305771E+3	-39.258600E-12	-0.0000000E+0	-0.0000000E+0	1.1710506E-9	1.0000149E+0	6.0612212E+3	-64.155889E-12	-0.0000000E+0	-0.0000000E+0
172.00001E-3	160.97673E-12	172.00001E-3	12.247851E+0	3.3064098E-12	-4.6451554E+0	781.34652E-6	161.81184E-12	172.00001E-3	-12.164805E+0	3.6178842E-12	-4.6451554E+0	781.34652E-6	1.4876265E-9	1.0000000E+0	7.1124351E+3	21.172040E-12	-0.0000000E+0	-0.0000000E+0	1.2348708E-9	1.0000000E+0	877.10968E+0	-64.156014E-12	-0.0000000E+0	-0.0000000E+0
171.00000E-3	159.55877E-12	171.00000E-3	4.1787462E+0	3.3560973E-12	-4.6451554E+0	781.34652E-6	159.94113E-12	171.00000E-3	-8.2119474E+0	3.6599552E-12	-4.6451554E+0	781.34652E-6	1.4362510E-9	1.0000000E+0	5.8574976E+3	6.2089964E-12	-0.0000000E+0	-0.0000000E+0	1.6288881E-9	1.0000000E+0	-2.4509114E+3	-1.1381932E-12	-0.0000000E+0	-0.0000000E+0
170.00000E-3	158.07280E-12	170.00000E-3	7.5584850E+0	3.2859874E-12	-4.6451554E+0	781.34652E-6	158.35223E-12	170.00000E-3	-7.8126602E+0	3.4813209E-12	-4.6451554E+0	781.34652E-6	1.4198197E-9	1.0000000E+0	2.0380895E+3	12.183806E-12	-0.0000000E+0	-0.0000000E+0	1.6165508E-9	1.0000000E+0	-1.5643737E+3	119.24986E-12	-0.0000000E+0	-0.0000000E+0
169.00000E-3	156.83088E-12	169.00000E-3	-3.1757913E+0	3.3693920E-12	-4.6451554E+0	781.34652E-6	156.91466E-12	169.00000E-3	-5.4697213E+0	3.3621725E-12	-4.6451554E+0	781.34652E-6	1.3602564E-9	1.0000000E+0	3.9012742E+3	-6.4013335E-12	-0.0000000E+0	-0.0000000E+0	1.4823252E-9	1.0000000E+0	-1.9747856E+3	108.60258E-12	-0.0000000E+0	-0.0000000E+0
168.00000E-3	155.27468E-12	168.00000E-3	4.2159095E+0	3.2429877E-12	-4.6451554E+0	781.34652E-6	155.41722E-12	168.00000E-3	-2.9201629E+0	3.3522675E-12	-4.6451554E+0	781.34652E-6	1.4487965E-9	1.0000000E+0	-982.20776E+0	57.845537E-12	-0.0000000E+0	-0.0000000E+0	1.4276607E-9	1.0000000E+0	-2.6381318E+3	30.441732E-12	-0.0000000E+0	-0.0000000E+0
167.00000E-3	153.91095E-12	167.00000E-3	-508.19755E-3	3.2302531E-12	-4.6451554E+0	781.34652E-6	154.18916E-12	167.00000E-3	253.95423E-3	3.3547076E-12	-4.6451554E+0	781.34652E-6	1.3301972E-9	1.0000000E+0	2.4707947E+3	28.727395E-12	-0.0000000E+0	-0.0000000E+0	1.3259089E-9	1.0000000E+0	-817.24548E+0	-20.002189E-12	-0.0000000E+0	-0.0000000E+0
166.00001E-3	152.89789E-12	166.00001E-3	-6.7163730E+0	3.2557295E-12	-4.6451554E+0	781.34652E-6	152.76877E-12	166.00001E-3	-7.0677466E+0	3.4523560E-12	-4.6451554E+0	781.34652E-6	1.1786002E-9	1.0000000E+0	3.4281782E+3	5.3015999E-12	-0.0000000E+0	-0.0000000E+0	1.3736133E-9	1.0000000E+0	3.3408513E+3	-70.467979E-12	-0.0000000E+0	-0.0000000E+0
165.00001E-3	151.45449E-12	165.00001E-3	-1.2915987E+0	3.1741988E-12	-4.6451554E+0	781.34652E-6	151.37684E-12	165.00001E-3	-6.1022935E+0	3.5169630E-12	-4.6451554E+0	781.34652E-6	1.3192337E-9	1.0000000E+0	-3.1910449E+3	31.469556E-12	-0.0000000E+0	-0.0000000E+0	1.3917173E-9	1.0000000E+0	751.62781E+0	-43.623220E-12	-0.0000000E+0	-0.0000000E+0
164.00000E-3	150.16662E-12	164.00000E-3	5.2267914E+0	3.2218629E-12	-4.6451554E+0	781.34652E-6	150.01438E-12	164.00000E-3	-4.9513645E+0	3.4495213E-12	-4.6451554E+0	781.34652E-6	1.3325148E-9	1.0000000E+0	-4.5632075E+3	-28.689882E-12	-0.0000000E+0	-0.0000000E+0	1.3481133E-9	1.0000000E+0	-2.0443231E+3	28.174671E-12	-0.0000000E+0	-0.0000000E+0
163.00000E-3	148.82363E-12	163.00000E-3	3.6137395E+0	3.3091960E-12	-4.6451554E+0	781.34652E-6	148.74911E-12	163.00000E-3	600.34478E-3	3.4353039E-12	-4.6451554E+0	781.34652E-6	1.4036243E-9	1.0000000E+0	1.9594495E+3	-51.722626E-12	-0.0000000E+0	-0.0000000E+0	1.2904096E-9	1.0000000E+0	99.102776E+0	51.131089E-12	-0.0000000E+0	-0.0000000E+0
162.00000E-3	147.13934E-12	162.00000E-3	-7.7651753E+0	3.2681785E-12	-4.6451554E+0	781.34652E-6	147.46238E-12	162.00000E-3	-16.109291E+0	3.3001408E-12	-4.6451554E+0	781.34652E-6	1.5534626E-9	1.0000000E+0	7.3781025E+3	-4.9244363E-12	-0.0000000E+0	-0.0000000E+0	1.3274216E-9	1.0000000E+0	7.6564160E+3	88.323050E-12	-0.0000000E+0	-0.0000000E+0
161.00000E-3	145.73102E-12	161.00000E-3	-10.033065E+0	3.3155770E-12	-4.6451554E+0	781.34652E-6	145.96216E-12	161.00000E-3	-12.364703E+0	3.2650360E-12	-4.6451554E+0	781.34652E-6	1.4075517E-9	1.0000000E+0	2.7520410E+3	-20.328099E-12	-0.0000000E+0	-0.0000000E+0	1.4219014E-9	1.0000000E+0	1.0940292E+3	22.239760E-12	-0.0000000E+0	-0.0000000E+0
160.00000E-3	144.60227E-12	160.00000E-3	-5.4743199E+0	3.3236669E-12	-4.6451554E+0	781.34652E-6	144.61798E-12	160.00000E-3	-10.995858E+0	3.3906903E-12	-4.6451554E+0	781.34652E-6	1.2605863E-9	1.0000000E+0	-837.31531E+0	-24.571657E-12	-0.0000000E+0	-0.0000000E+0	1.3341801E-9	1.0000000E+0	-2.2144932E+3	-66.070927E-12	-0.0000000E+0	-0.0000000E+0
159.00001E-3	143.13106E-12	159.00001E-3	-11.647685E+0	3.3702134E-12	-4.6451554E+0	781.34652E-6	143.47697E-12	159.00001E-3	-8.0127287E+0	3.3959727E-12	-4.6451554E+0	781.34652E-6	1.2561781E-9	1.0000000E+0	4.1693125E+3	-63.628741E-12	-0.0000000E+0	-0.0000000E+0	1.2577601E-9	1.0000000E+0	1.0897557E+3	-33.907342E-12	-0.0000000E+0	-0.0000000E+0
